GEOID,med_income_E,is_urban,pop_dens,total_ridership
44007,28432,TRUE,598.2748116969976,766492
44009,34384,TRUE,148.04733710462625,214792
45009,19771,FALSE,14.330270827513543,3230
45019,31846,TRUE,166.35679271332668,61710
45033,18200,FALSE,29.43980647678222,5841
45041,24779,TRUE,66.87636661268272,40465
45045,28744,TRUE,245.1015323835321,12172
45049,21666,FALSE,13.658841099142135,9740
45055,27154,FALSE,34.2020531002357,3161
45077,22145,TRUE,95.47110090918837,0
45079,26839,TRUE,208.21270959371643,29805
45083,25297,TRUE,144.41687597591664,3870
45089,19735,FALSE,13.140948915385655,10450
47045,25218,TRUE,28.318201992406927,3557
47157,26979,TRUE,474.045885929738,71311
48027,28292,TRUE,125.72414550611882,15330
48029,27125,TRUE,599.748688991918,53434
48043,25653,TRUE,0.575431937726993,5311
48097,30308,FALSE,17.465891767402855,6658
48113,30118,TRUE,1146.2150583331038,46453
48141,22105,TRUE,319.3662918497069,14267
48183,25520,TRUE,174.46336248479454,34768
48201,30657,TRUE,1043.1860828356437,20205
48203,26566,FALSE,28.592428664225455,8371
48209,30293,TRUE,116.26152528220082,7663
48245,26861,TRUE,112.44743918270933,3641
48251,31213,TRUE,87.09639179076675,3929
48309,24661,TRUE,92.4875666248221,5061
48439,32029,TRUE,903.0915572335248,108675
48443,22703,FALSE,0.14114353101297383,269
48453,37402,TRUE,469.1414599842446,34009
48465,21643,TRUE,6.019376140607981,1695
48491,38468,TRUE,181.97023805990884,5453
48499,24350,FALSE,26.21848545677576,6423
49007,25770,TRUE,5.315882901559088,2261
49015,26325,FALSE,0.8867091802128849,2605
49035,31680,TRUE,582.9931326362939,45194
49049,24955,TRUE,113.78855265444805,5120
50007,32629,TRUE,116.60672264034484,20649
50011,32434,FALSE,29.869778919761995,3726
50017,30967,FALSE,16.26215700835814,1842
50021,28515,FALSE,24.612735591015987,18318
50023,32657,FALSE,32.85361054202039,13157
50025,27892,FALSE,21.215078273262368,21421
50027,31082,FALSE,22.0774539812446,15136
51005,25969,FALSE,13.249231012413144,1951
51041,38129,TRUE,309.62003053908455,31563
51047,32907,FALSE,51.363715765674925,14509
51059,52747,TRUE,1129.29484268075,232309
51085,39592,TRUE,86.07230983129527,29077
51087,36003,TRUE,538.0094946626676,346642
51153,42278,TRUE,524.2299251845303,52877
51510,55939,TRUE,4021.224914364135,188961
51540,30044,TRUE,1774.0075351386763,133936
51590,21548,TRUE,373.31373358293456,6934
51630,32662,TRUE,1052.8513321330086,97549
51680,19132,TRUE,629.7641529278399,58160
51683,35773,TRUE,1619.9922605189204,30340
51700,28357,TRUE,1012.2338784904889,99920
51710,26058,TRUE,1752.0848580600593,47243
51760,25725,TRUE,1444.7685606812706,48384
51770,25367,TRUE,903.7214726085198,51698
51790,26903,TRUE,472.6347075118514,5160
51830,16061,TRUE,632.8587648649378,57212
53007,27575,TRUE,10.015302951134323,24885
53011,34463,TRUE,285.6671634806728,119818
53015,26466,TRUE,35.596065455997945,31228
53021,27453,TRUE,28.179711330331916,23299
53025,25692,TRUE,13.668770730833854,3503
53033,42772,TRUE,394.8059485437053,719714
53039,25410,FALSE,4.414569026229767,4611
53041,25381,FALSE,12.36448060568645,28218
53053,34523,TRUE,198.85266977158267,112421
53057,30705,TRUE,27.63440375434653,16815
53061,38522,TRUE,145.5083370287491,73074
53063,28666,TRUE,108.98716064131474,47562
53067,35954,TRUE,146.8999320688623,66442
53073,27396,TRUE,39.732927259879695,49669
54003,31496,TRUE,136.45252918402738,10784
54011,22152,TRUE,130.96149235307055,10296
54019,22234,FALSE,25.753382308816217,2794
54025,22307,FALSE,13.385610445443747,5230
54037,33859,TRUE,103.46972715013243,7638
54039,26100,TRUE,79.52976933350321,11251
54063,22186,FALSE,10.998656785262808,433
54089,20237,FALSE,13.944071198046212,5836
55021,34688,FALSE,28.72530895299408,32311
55063,28167,TRUE,100.73832619444083,26157
55079,28338,TRUE,1526.1754657068432,784945
55081,31089,FALSE,19.503659512242976,12278
55101,30607,TRUE,226.8974118986042,92813
