NCESSCH,SCHNAM04,FRELCH04,REDLCH04,TOTFRL04,MEMBER04,ASIAN04,HISP04,BLACK04,WHITE04,PUPTCH04,SCHNAM06,FRELCH06,REDLCH06,TOTFRL06,MEMBER06,ASIAN06,HISP06,BLACK06,WHITE06,PUPTCH06
220054000380,GREENBRIER ELEMENTARY SCHOOL,191,38,229,320,2,0,261,57,16.8,GREENBRIER ELEMENTARY SCHOOL,253,50,303,405,3,3,346,53,18.400000000000002
220054000381,GREENVILLE ELEMENTARY SCHOOL,443,14,457,519,0,0,517,2,17.6,GREENVILLE ELEMENTARY SCHOOL,419,24,443,459,0,3,456,0,16
220054000382,HARDING ELEMENTARY SCHOOL,327,9,336,341,0,0,338,3,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220054000383,HIGHLAND ELEMENTARY SCHOOL,303,7,310,370,2,1,358,9,13.5,HIGHLAND ELEMENTARY SCHOOL,327,-1,328,359,0,3,344,12,12.200000000000001
220054000385,HOWELL PARK ELEMENTARY SCHOOL,465,15,480,501,7,0,484,10,17.8,HOWELL PARK ELEMENTARY SCHOOL,540,25,565,578,8,3,560,7,18.5
220054000387,ISTROUMA SENIOR HIGH SCHOOL,590,33,623,745,1,0,742,2,13.5,ISTROUMA SENIOR HIGH SCHOOL,589,43,632,799,0,1,791,6,13.1
220054000388,JEFFERSON TERRACE ELEMENTARY SCHOOL,366,58,424,561,15,36,393,115,19.5,JEFFERSON TERRACE ELEMENTARY SCHOOL,452,56,508,600,9,40,450,100,18.900000000000002
220054000389,KENILWORTH MIDDLE SCHOOL,596,55,651,790,18,26,655,91,13.6,KENILWORTH MIDDLE SCHOOL,567,19,586,649,11,35,562,39,10.6
220054000390,LABELLE AIRE ELEMENTARY SCHOOL,562,50,612,677,125,66,458,28,15.3,LABELLE AIRE ELEMENTARY SCHOOL,625,52,677,724,113,113,472,26,16.4
220054000391,LANIER ELEMENTARY SCHOOL,355,9,364,383,0,0,377,6,16,LANIER ELEMENTARY SCHOOL,360,12,372,400,0,1,397,2,17.2
220054000392,LASALLE ELEMENTARY SCHOOL,266,15,281,340,2,4,280,54,13.4,LASALLE ELEMENTARY SCHOOL,324,26,350,391,3,9,322,56,16.1
220054000393,ROBERT E. LEE HIGH SCHOOL,382,42,424,741,84,69,430,158,13.9,ROBERT E. LEE HIGH SCHOOL,443,34,477,725,44,104,465,111,13.200000000000001
220054000394,MAGNOLIA WOODS ELEMENTARY SCHOOL,316,30,346,403,4,8,374,17,14.9,MAGNOLIA WOODS ELEMENTARY SCHOOL,389,35,424,489,11,10,448,20,16.3
220054000396,MCKINLEY MIDDLE MAGNET SCHOOL,266,47,313,431,3,4,405,19,14.5,MCKINLEY MIDDLE MAGNET SCHOOL,338,71,409,607,6,9,494,98,15.9
220054000397,MCKINLEY SENIOR HIGH SCHOOL,337,33,370,752,51,6,503,189,12.7,MCKINLEY SENIOR HIGH SCHOOL,419,42,461,919,47,6,653,213,15.3
220054000398,MELROSE ELEMENTARY SCHOOL,266,11,277,308,0,2,304,2,14.3,MELROSE ELEMENTARY SCHOOL,364,10,374,395,0,3,390,2,17.2
220054000399,MERRYDALE ELEMENTARY SCHOOL,336,28,364,409,0,0,409,0,15.3,MERRYDALE ELEMENTARY SCHOOL,412,31,443,462,0,5,456,1,18
220054000402,NORTH HIGHLANDS ELEMENTARY SCHOOL,347,11,358,369,0,0,362,7,15.1,NORTH HIGHLANDS ELEMENTARY SCHOOL,419,9,428,437,0,0,433,4,17.5
220054000404,NORTHDALE ALTERNATIVE MAGNET ACADEMY,73,17,90,142,0,0,123,19,10.1,NORTHDALE ALTERNATIVE MAGNET ACADEMY,80,4,84,138,0,0,129,9,10.1
220054000407,PARK ELEMENTARY SCHOOL,461,12,473,500,0,0,495,5,16.7,PARK ELEMENTARY SCHOOL,419,10,429,438,0,0,436,2,14.1
220054000408,PARK FOREST ELEMENTARY SCHOOL,353,50,403,469,25,37,395,12,18.2,PARK FOREST ELEMENTARY SCHOOL,434,40,474,527,25,74,420,8,18.7
220054000409,PARK FOREST MIDDLE SCHOOL,616,83,699,848,34,30,762,22,16.4,PARK FOREST MIDDLE SCHOOL,687,78,765,880,35,48,780,17,15.8
220054000411,PARKVIEW ELEMENTARY SCHOOL,219,52,271,513,4,13,267,228,17.2,PARKVIEW ELEMENTARY SCHOOL,274,57,331,511,3,10,291,207,16.7
220054000413,POLK ELEMENTARY SCHOOL,212,5,217,227,0,0,226,1,13.5,POLK ELEMENTARY SCHOOL,281,6,287,295,0,0,291,4,14.4
220054000415,PRESCOTT MIDDLE SCHOOL,642,19,661,707,0,0,693,14,12.5,PRESCOTT MIDDLE SCHOOL,622,19,641,710,0,0,701,9,13.1
220054000416,NORTHEAST ELEMENTARY SCHOOL,480,93,573,801,1,2,331,467,17.3,NORTHEAST ELEMENTARY SCHOOL,489,91,580,817,0,4,372,441,18
220054000417,PROGRESS ELEMENTARY SCHOOL,305,8,313,381,0,0,380,0,17.4,PROGRESS ELEMENTARY SCHOOL,375,18,393,417,0,0,413,3,17.8
220054000420,RIVEROAKS ELEMENTARY SCHOOL,215,47,262,417,20,9,217,171,16.6,RIVEROAKS ELEMENTARY SCHOOL,297,61,358,490,30,18,280,161,20.400000000000002
220054000421,RYAN ELEMENTARY SCHOOL,371,6,377,391,0,0,386,5,14.5,RYAN ELEMENTARY SCHOOL,344,18,362,373,0,1,365,7,16.2
220054000423,SCOTLANDVILLE MAGNET HIGH SCHOOL,590,60,650,879,4,0,866,9,17.2,SCOTLANDVILLE MAGNET HIGH SCHOOL,814,72,886,1201,2,2,1192,5,18.6
220054000425,SHARON HILLS ELEMENTARY SCHOOL,314,29,343,389,0,0,354,35,15.3,SHARON HILLS ELEMENTARY SCHOOL,356,33,389,433,1,0,411,21,16.3
220054000426,SHENANDOAH ELEMENTARY SCHOOL,181,37,218,569,2,9,275,279,19.8,SHENANDOAH ELEMENTARY SCHOOL,242,54,296,572,3,4,333,230,19.5
220054000428,SHERWOOD MIDDLE SCHOOL,593,98,691,884,30,12,677,165,17.6,SHERWOOD MIDDLE SCHOOL,191,66,257,508,32,14,275,187,14.9
220054000429,SOUTH BOULEVARD EXTENDED DAY SCHOOL,112,32,144,244,7,6,184,47,11.3,SOUTH BOULEVARD EXTENDED DAY SCHOOL,100,31,131,235,5,9,162,59,10
220054000432,SOUTHEAST MIDDLE SCHOOL,362,87,449,826,9,17,448,352,16.1,SOUTHEAST MIDDLE SCHOOL,586,91,677,839,23,33,620,163,15.3
220054000433,TANGLEWOOD ELEMENTARY SCHOOL,355,42,397,527,1,7,291,228,18.7,TANGLEWOOD ELEMENTARY SCHOOL,351,62,413,536,1,7,296,230,18.2
220054000434,TARA HIGH SCHOOL,448,70,518,1095,31,26,662,375,16.2,TARA HIGH SCHOOL,496,47,543,927,29,21,652,225,13.1
220054000435,TWIN OAKS ELEMENTARY SCHOOL,324,40,364,479,37,9,345,88,17,TWIN OAKS ELEMENTARY SCHOOL,366,40,406,482,29,13,401,39,16.4
220054000436,UNIVERSITY TERRACE ELEMENTARY SCHOOL,416,14,430,468,52,52,295,68,16.1,UNIVERSITY TERRACE ELEMENTARY SCHOOL,396,30,426,496,47,82,320,46,17.7
220054000438,VILLA DEL REY ELEMENTARY SCHOOL,319,36,355,426,14,6,371,35,15.9,VILLA DEL REY ELEMENTARY SCHOOL,485,40,525,597,17,12,552,16,16.4
220054000439,BATON ROUGE VISUAL AND PERFORMING ARTS CENTER,99,35,134,397,12,4,209,172,13.6,BATON ROUGE VISUAL AND PERFORMING ARTS CENTER,118,54,172,410,19,7,217,167,14.1
220054000440,WEDGEWOOD ELEMENTARY SCHOOL,318,65,383,595,10,13,355,217,16.4,WEDGEWOOD ELEMENTARY SCHOOL,445,50,495,624,17,15,450,142,15.8
220054000441,WESTDALE ELEMENTARY SCHOOL,196,41,237,417,21,15,264,116,12.8,WESTDALE HEIGHTS ACADEMIC MAGNET SCHOOL,148,51,199,445,26,7,254,158,15.9
220054000442,WESTDALE MIDDLE SCHOOL,400,60,460,773,32,4,541,196,12.3,WESTDALE MIDDLE SCHOOL,554,64,618,888,25,7,689,166,12
220054000443,WESTMINSTER ELEMENTARY SCHOOL,255,40,295,428,8,16,308,94,15,WESTMINSTER ELEMENTARY SCHOOL,258,30,288,391,9,15,288,79,13.8
220054000445,WILDWOOD ELEMENTARY SCHOOL,294,40,334,422,6,12,332,71,16.2,WILDWOOD ELEMENTARY SCHOOL,363,46,409,495,11,10,406,68,18.7
220054000446,WINBOURNE ELEMENTARY SCHOOL,305,17,322,357,0,0,353,4,15.5,WINBOURNE ELEMENTARY SCHOOL,310,9,319,324,0,0,320,4,16.3
220054000447,WOODLAWN HIGH SCHOOL,380,88,468,1143,16,20,613,492,18.1,WOODLAWN HIGH SCHOOL,379,67,446,1096,25,24,597,449,17.400000000000002
220054000451,BATON ROUGE PREPARATORY ACADEMY,56,6,62,97,0,0,96,1,6.3,BATON ROUGE PREPARATORY ACADEMY,90,4,94,129,0,0,128,1,7.4
220054000628,CHILDREN`S CHARTER SCHOOL,126,8,134,140,0,0,103,37,28,CHILDREN'S CHARTER SCHOOL,162,10,172,180,0,0,148,32,18.900000000000002
220054000673,COMMUNITY SCHOOL FOR APPRENTICESHIP LEARNING,86,5,91,132,0,0,129,3,16.5,COMMUNITY SCHOOL FOR APPRENTICESHIP LEARNING,95,9,104,127,0,0,125,2,18.1
220054000679,J. K. HAYNES ELEMENTARY CHARTER SCHOOL,79,13,92,140,0,0,129,11,35,J. K. HAYNES ELEMENTARY CHARTER SCHOOL,107,15,122,144,0,0,134,10,20.6
220054001384,STARING EDUCATION CENTER,109,3,112,166,0,0,149,17,9.5,STARING EDUCATION CENTER,95,9,104,108,0,0,104,4,6.8
220054001516,WYANDOTTE EARLY CHILDHOOD CENTER,234,20,254,276,11,2,256,7,18.4,WYANDOTTE EARLY CHILDHOOD CENTER,275,28,303,331,2,8,315,6,19.5
220054001544,MCAULIFFE PRE-GED CENTER,1,0,1,94,0,0,82,12,17.1,MCAULIFFE PRE-GED CENTER,84,-1,86,119,0,0,111,8,9.4
220054001554,GLASGOW MIDDLE SCHOOL,232,34,266,583,60,6,314,203,11.3,GLASGOW MIDDLE SCHOOL,350,38,388,635,60,6,414,152,12.3
220054001582,WILMA C. MONTGOMERY EDUCATION CENTER,10,0,10,35,1,1,19,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220054001703,WHITE HILLS ELEMENTARY SCHOOL,302,57,359,449,0,1,326,122,20,WHITE HILLS ELEMENTARY SCHOOL,343,36,379,443,2,5,358,78,18.7
220054001714,MOHICAN EDUCATION CENTER,72,4,76,138,0,0,129,9,7.3,MOHICAN EDUCATION CENTER,94,-1,97,100,0,1,97,2,5
220054001920,SOUTHDOWNS SCHOOL,43,7,50,97,1,3,65,28,3.3,SOUTHDOWNS SCHOOL,47,6,53,77,1,5,59,12,2.6
220057000453,LAKE PROVIDENCE JUNIOR HIGH SCHOOL,296,4,300,319,0,0,318,1,14.1,LAKE PROVIDENCE JUNIOR HIGH SCHOOL,238,6,244,268,0,0,268,0,12.700000000000001
220057000454,LAKE PROVIDENCE SENIOR HIGH SCHOOL,277,6,283,311,0,0,311,0,11.6,LAKE PROVIDENCE SENIOR HIGH SCHOOL,301,13,314,351,1,0,350,0,13
220057000455,MONTICELLO HIGH SCHOOL,226,20,246,273,0,3,148,121,13.1,MONTICELLO HIGH SCHOOL,214,27,241,263,1,4,173,85,13.9
220057000456,NORTHSIDE ELEMENTARY SCHOOL,288,6,294,304,6,1,293,4,12.8,NORTHSIDE ELEMENTARY SCHOOL,243,5,248,261,6,1,249,5,12.700000000000001
220057000457,SOUTHSIDE ELEMENTARY SCHOOL,358,10,368,390,0,0,390,0,14.3,SOUTHSIDE ELEMENTARY SCHOOL,332,5,337,356,0,0,356,0,14.5
220060000459,CLINTON ELEMENTARY SCHOOL,454,21,475,519,0,0,460,57,17.2,CLINTON ELEMENTARY SCHOOL,462,32,494,527,0,0,476,51,15.3
220060000460,CLINTON HIGH SCHOOL,252,27,279,338,0,0,308,30,14.3,CLINTON HIGH SCHOOL,244,21,265,305,0,0,295,10,16
220060000461,CLINTON MIDDLE SCHOOL,247,15,262,279,0,0,258,21,16.4,CLINTON MIDDLE SCHOOL,231,14,245,256,0,2,235,19,12.9
220060000464,JACKSON ELEMENTARY SCHOOL,327,26,353,385,0,0,321,64,20.2,JACKSON ELEMENTARY SCHOOL,345,18,363,387,0,0,332,55,17.2
220060000465,JACKSON HIGH SCHOOL,202,27,229,296,0,0,243,53,12.5,JACKSON HIGH SCHOOL,216,23,239,296,0,0,230,66,13.5
220060000468,SLAUGHTER ELEMENTARY SCHOOL,147,25,172,285,0,0,79,206,19.7,SLAUGHTER ELEMENTARY SCHOOL,180,49,229,370,0,0,85,285,19.400000000000002
220060000715,EAST FELICIANA PARISH ENRICHMENT ACADEMY,13,1,14,17,0,0,14,3,8.5,EAST FELICIANA PARISH ENRICHMENT ACADEMY,7,-1,8,12,0,0,12,0,6
220060001805,JACKSON MIDDLE SCHOOL,180,21,201,224,0,0,183,41,12.3,JACKSON MIDDLE SCHOOL,154,16,170,203,0,0,155,48,10.4
220063000470,BASILE HIGH SCHOOL,217,59,276,420,5,3,68,344,15,BASILE HIGH SCHOOL,275,79,354,419,4,5,65,345,14.4
220063000471,BAYOU CHICOT HIGH SCHOOL,401,106,507,784,0,4,122,654,16,BAYOU CHICOT ELEMENTARY SCHOOL,523,112,635,748,0,2,97,643,15.9
220063000473,CHATAIGNIER HIGH SCHOOL,325,38,363,454,0,1,269,184,14.1,CHATAIGNIER ELEMENTARY SCHOOL,303,37,340,371,0,1,214,156,12.4
220063000475,MAMOU HIGH SCHOOL,750,49,799,830,1,4,319,506,16.3,MAMOU HIGH SCHOOL,597,93,690,773,2,3,312,454,14.6
220063000476,MAMOU LOWER ELEMENTARY SCHOOL,346,59,405,557,1,6,220,330,15.5,MAMOU ELEMENTARY SCHOOL,399,72,471,554,0,9,221,324,13.9
220063000478,PINE PRAIRIE HIGH SCHOOL,413,101,514,809,1,5,112,688,15.6,PINE PRAIRIE HIGH SCHOOL,550,81,631,767,0,10,106,649,14.8
220063000480,W. W. STEWART ELEMENTARY SCHOOL,145,43,188,286,2,5,50,227,14.3,W. W. STEWART ELEMENTARY SCHOOL,219,48,267,337,3,7,67,258,14.700000000000001
220063000481,VIDRINE HIGH SCHOOL,214,34,248,334,1,0,136,197,13.7,VIDRINE ELEMENTARY SCHOOL,298,32,330,388,1,0,156,231,14.4
220063000482,VILLE PLATTE HIGH SCHOOL,564,56,620,825,1,3,581,240,14.7,VILLE PLATTE HIGH SCHOOL,766,75,841,886,5,3,646,232,14.8
220063000483,VILLE PLATTE LOWER ELEMENTARY SCHOOL,549,20,569,676,3,0,515,157,14.4,VILLE PLATTE ELEMENTARY SCHOOL,614,29,643,670,3,1,518,144,14.9
220063001717,EVANGELINE CENTRAL SCHOOL,0,52,52,75,0,0,29,46,6.3,EVANGELINE CENTRAL SCHOOL,125,13,138,147,0,0,69,78,6.4
220066000484,BASKIN SCHOOL,384,62,446,614,3,7,240,361,16.7,BASKIN SCHOOL,247,30,277,417,1,1,153,261,16.5
220066000486,FORT NECESSITY JUNIOR HIGH SCHOOL,176,18,194,267,0,0,20,247,14.2,FORT NECESSITY SCHOOL,263,38,301,371,0,2,136,233,18.7
220066000487,GILBERT JUNIOR HIGH SCHOOL,338,32,370,506,0,1,241,264,15,GILBERT SCHOOL,430,39,469,551,0,2,252,297,17.5
220066000489,WARD III SCHOOL,440,49,489,638,2,3,261,372,15.1,CROWVILLE SCHOOL,362,61,423,583,1,3,220,359,17.5
220066000490,WINNSBORO HIGH SCHOOL,406,68,474,748,5,6,307,430,17.1,FRANKLIN PARISH HIGH SCHOOL,393,80,473,752,8,9,315,420,16.7
220066000496,WINNSBORO ELEMENTARY SCHOOL,540,22,562,597,2,4,514,77,12.8,WINNSBORO ELEMENTARY SCHOOL,532,6,538,583,2,2,537,42,16.9
220066001517,FRANKLIN ALTERNATIVE SCHOOL,77,4,81,91,0,0,74,17,7.2,FRANKLIN ALTERNATIVE SCHOOL,75,-1,76,87,0,0,64,23,5.7
220066001545,FRANKLIN PARISH HEAD START,112,1,113,124,0,0,112,12,15.3,FRANKLIN PARISH HEAD START,118,4,122,132,0,0,110,22,101.5
220069000084,SOUTH GRANT ELEMENTARY SCHOOL,255,59,314,500,2,5,58,431,14.1,SOUTH GRANT ELEMENTARY SCHOOL,235,70,305,470,0,6,54,406,15.200000000000001
220069000497,COLFAX ELEMENTARY SCHOOL,293,43,336,427,0,10,192,224,14.2,COLFAX ELEMENTARY SCHOOL,298,27,325,410,2,9,183,213,13.4
220069000498,DRY PRONG JUNIOR HIGH SCHOOL,218,63,281,463,1,2,80,380,12.6,DRY PRONG JUNIOR HIGH SCHOOL,211,44,255,415,4,2,60,347,15.1
220069000500,GEORGETOWN HIGH SCHOOL,94,65,159,276,0,4,0,269,13.7,GEORGETOWN HIGH SCHOOL,128,42,170,302,0,1,0,298,15.8
220069000501,GRANT HIGH SCHOOL,255,84,339,685,1,3,98,579,15.6,GRANT HIGH SCHOOL,253,82,335,710,1,4,105,597,15.6
220069000502,MONTGOMERY HIGH SCHOOL,138,34,172,260,2,0,56,201,11.8,MONTGOMERY HIGH SCHOOL,140,27,167,263,0,1,52,210,13.200000000000001
220069000503,POLLOCK ELEMENTARY SCHOOL,275,91,366,639,1,3,3,632,16.8,POLLOCK ELEMENTARY SCHOOL,268,77,345,629,3,3,2,620,17.5
220069000504,VERDA ELEMENTARY SCHOOL,187,31,218,314,2,0,23,289,14.3,VERDA ELEMENTARY SCHOOL,188,24,212,309,3,0,24,282,14.700000000000001
220069001718,GRANT ACADEMY,42,8,50,65,0,0,23,42,28.3,GRANT ACADEMY,32,-1,33,51,0,0,11,39,11.3
220072000316,IBERIA MIDDLE SCHOOL,356,72,428,655,18,13,256,365,13.2,IBERIA MIDDLE SCHOOL,353,79,432,624,14,16,279,314,12.4
220072000366,LIVE OAK SCHOOL PRE-KINDERGARTEN CENTER,111,15,126,144,8,1,100,35,10.4,LIVE OAK SCHOOL PRE-KINDERGARTEN CENTER,115,14,129,149,8,6,99,36,9.3
220072000505,ANDERSON MIDDLE SCHOOL,391,39,430,545,39,0,325,180,12.6,ANDERSON MIDDLE SCHOOL,365,40,405,514,35,3,313,163,11.6
220072000506,AVERY ISLAND ELEMENTARY SCHOOL,56,19,75,114,0,6,17,88,12,AVERY ISLAND ELEMENTARY SCHOOL,61,10,71,119,0,5,22,89,13.200000000000001
220072000507,BANK AVENUE ELEMENTARY SCHOOL,236,15,251,307,11,4,200,92,14.4,BANK AVENUE ELEMENTARY SCHOOL,175,31,206,262,10,8,145,99,15.4
220072000508,CANAL STREET ELEMENTARY SCHOOL,196,8,204,214,0,1,194,19,14.8,CANAL STREET ELEMENTARY SCHOOL,209,13,222,237,0,0,215,22,15.8
220072000509,CENTER STREET ELEMENTARY SCHOOL,233,71,304,452,14,12,87,339,16,CENTER STREET ELEMENTARY SCHOOL,193,45,238,399,7,18,85,289,16.3
220072000510,COTEAU ELEMENTARY SCHOOL,322,83,405,648,66,5,92,484,18.1,COTEAU ELEMENTARY SCHOOL,284,62,346,596,76,4,80,435,16.1
220072000511,DELCAMBRE HIGH SCHOOL,163,47,210,478,0,1,46,423,12.8,DELCAMBRE HIGH SCHOOL,148,39,187,457,0,3,42,408,10.9
220072000512,DODSON STREET ELEMENTARY SCHOOL,156,53,209,340,0,1,75,261,16.3,DODSON STREET ELEMENTARY SCHOOL,167,36,203,370,1,2,89,275,18
220072000513,GRAND MARAIS ELEMENTARY SCHOOL,150,28,178,248,8,5,91,144,20.2,GRAND MARAIS ELEMENTARY SCHOOL,185,49,234,315,16,16,111,172,19.1
220072000514,HOPKINS STREET ELEMENTARY SCHOOL,262,11,273,279,19,0,252,8,10.4,HOPKINS STREET ELEMENTARY SCHOOL,275,13,288,308,21,0,278,9,12.3
220072000516,JEANERETTE ELEMENTARY SCHOOL,274,28,302,320,0,2,273,45,13.1,JEANERETTE ELEMENTARY SCHOOL,289,12,301,325,0,3,273,49,14.1
220072000517,JEANERETTE MIDDLE SCHOOL,170,12,182,197,3,2,165,27,8.5,JEANERETTE MIDDLE SCHOOL,152,11,163,178,1,0,158,19,7.9
220072000519,JEANERETTE SENIOR HIGH SCHOOL,266,13,279,357,2,0,271,84,9.6,JEANERETTE SENIOR HIGH SCHOOL,218,23,241,324,4,3,248,69,8.700000000000001
220072000522,LOREAUVILLE ELEMENTARY SCHOOL,249,57,306,519,0,1,138,380,16.6,LOREAUVILLE ELEMENTARY SCHOOL,257,46,303,560,0,4,133,423,18.1
220072000523,LOREAUVILLE HIGH SCHOOL,157,19,176,416,0,1,93,321,12.9,LOREAUVILLE HIGH SCHOOL,132,30,162,410,0,0,102,308,12.1
220072000524,MAGNOLIA ELEMENTARY SCHOOL,211,33,244,312,7,7,131,165,16.2,MAGNOLIA ELEMENTARY SCHOOL,178,25,203,292,9,10,114,159,15.4
220072000525,WESTGATE HIGH SCHOOL,604,86,690,1164,54,8,552,550,14.2,WESTGATE HIGH SCHOOL,613,92,705,1199,71,9,573,546,14.5
220072000527,NEW IBERIA SENIOR HIGH SCHOOL,519,110,629,1566,43,20,498,1001,15.6,NEW IBERIA SENIOR HIGH SCHOOL,490,97,587,1610,49,25,503,1026,15.1
220072000528,NORTH LEWIS ELEMENTARY SCHOOL,211,41,252,583,5,3,168,407,16,NORTH LEWIS ELEMENTARY SCHOOL,259,55,314,640,5,5,204,426,16.2
220072000529,NORTH STREET ELEMENTARY SCHOOL,341,41,382,416,31,5,194,184,13.4,NORTH STREET ELEMENTARY SCHOOL,290,33,323,371,38,6,167,155,10.3
220072000530,PARK ELEMENTARY SCHOOL,250,12,262,270,11,0,253,6,11.1,PARK ELEMENTARY SCHOOL,271,9,280,299,2,0,289,8,14.200000000000001
220072000531,PEEBLES ELEMENTARY SCHOOL,174,34,208,315,10,7,123,172,18.5,PEEBLES ELEMENTARY SCHOOL,120,24,144,218,7,3,87,118,16.1
220072000532,PESSON ADDITION ELEMENTARY SCHOOL,361,30,391,409,6,3,351,49,14.4,PESSON ADDITION ELEMENTARY SCHOOL,464,41,505,535,15,9,455,56,14.9
220072001555,JOHNSTON STREET ELEMENTARY SCHOOL,319,21,340,357,17,1,266,73,12.9,JOHNSTON STREET ELEMENTARY SCHOOL,280,17,297,322,13,3,266,40,12.9
220072001585,DELCAMBRE ELEMENTARY SCHOOL,234,64,298,523,1,5,43,471,15.9,DELCAMBRE ELEMENTARY SCHOOL,245,55,300,537,4,8,34,489,15.8
220072001924,ST. CHARLES STREET ELEMENTARY SCHOOL,229,13,242,258,3,2,224,29,16.3,ST. CHARLES STREET ELEMENTARY SCHOOL,223,16,239,250,2,1,228,18,13.200000000000001
220072001925,DASPIT ROAD ELEMENTARY SCHOOL,218,43,261,522,11,4,88,419,17.5,DASPIT ROAD ELEMENTARY SCHOOL,262,60,322,577,14,9,122,432,15.200000000000001
220072001926,SUGARLAND ELEMENTARY SCHOOL,374,48,422,505,21,2,317,164,13.8,SUGARLAND ELEMENTARY SCHOOL,402,51,453,533,24,9,329,171,14.8
220072001927,BELLE PLACE MIDDLE SCHOOL,197,42,239,538,11,4,116,406,15.1,BELLE PLACE MIDDLE SCHOOL,207,31,238,482,9,2,147,324,12.5
220072001996,LEE STREET ALTERNATIVE SCHOOL,73,1,74,93,0,1,80,12,7.6,LEE STREET ALTERNATIVE SCHOOL,99,-1,102,117,1,0,99,17,8.4
220075000093,E.J. GAY MIDDLE SCHOOL,416,38,454,508,3,1,444,60,14.9,E.J. GAY MIDDLE SCHOOL,364,45,409,465,1,2,404,58,15.8
220075000231,EAST IBERVILLE ELEMENTARY/HIGH SCHOOL,319,48,367,471,0,0,391,80,12,EAST IBERVILLE ELEMENTARY/HIGH SCHOOL,355,48,403,495,0,0,419,76,14
220075000536,CRESCENT ELEMENTARY SCHOOL,476,77,553,736,0,12,276,446,16.7,CRESCENT ELEMENTARY SCHOOL,439,104,543,743,1,14,213,513,15.5
220075000543,PLAQUEMINE SENIOR HIGH SCHOOL,386,49,435,635,0,8,421,205,15.5,PLAQUEMINE SENIOR HIGH SCHOOL,357,64,421,601,2,5,396,198,16.2
220075000550,WHITE CASTLE HIGH SCHOOL,198,27,225,258,0,6,244,8,12.2,WHITE CASTLE HIGH SCHOOL,194,25,219,258,0,6,242,10,14.1
220075000720,IBERVILLE PARISH OPTIONAL EDUCATION CENTER,24,0,24,83,1,1,38,43,3.4,IBERVILLE PARISH OPTIONAL EDUCATION CENTER,38,5,43,66,0,0,48,18,3.7
220075001980,DORSEYVILLE ELEMENTARY SCHOOL,380,30,410,436,0,6,394,36,13.5,DORSEYVILLE ELEMENTARY SCHOOL,385,35,420,447,0,4,401,42,15
220075001997,IBERVILLE ELEMENTARY SCHOOL,619,54,673,702,0,1,636,65,12.2,IBERVILLE ELEMENTARY SCHOOL,659,49,708,776,2,4,708,61,15
220075001998,NORTH IBERVILLE ELEMENTARY/HIGH SCHOOL,367,40,407,457,0,0,404,53,10.7,NORTH IBERVILLE ELEMENTARY/HIGH SCHOOL,332,34,366,439,0,0,388,51,12.4
220078000552,HAWK PRIMARY SCHOOL,130,18,148,183,0,0,103,80,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220078000553,CHATHAM JASPER HENDERSON HIGH SCHOOL,168,19,187,213,0,0,129,83,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220078000555,JONESBORO-HODGE HIGH SCHOOL,213,28,241,369,2,0,237,130,13.5,JONESBORO-HODGE HIGH SCHOOL,280,35,315,478,3,1,308,166,11.5
220078000556,QUITMAN HIGH SCHOOL,141,45,186,538,0,0,45,493,16.9,QUITMAN HIGH SCHOOL,162,30,192,541,2,1,48,490,16.4
220078000557,JONESBORO-HODGE MIDDLE SCHOOL,188,34,222,258,1,1,174,82,14.7,JONESBORO-HODGE MIDDLE SCHOOL,224,17,241,322,1,2,192,127,14.6
220078000558,SOUTHSIDE ELEMENTARY SCHOOL,167,20,187,231,1,0,146,83,13.1,SOUTHSIDE ELEMENTARY SCHOOL,196,20,216,245,1,0,158,86,13.6
220078000560,WESTON HIGH SCHOOL,119,57,176,504,3,17,9,475,14.8,WESTON HIGH SCHOOL,175,60,235,576,4,13,65,494,16.2
220081000561,ELTON HIGH SCHOOL,106,38,144,291,0,0,99,159,15.5,ELTON HIGH SCHOOL,90,33,123,289,0,0,98,163,16.3
220081000562,ELTON ELEMENTARY SCHOOL,117,33,150,263,0,2,81,138,15.7,ELTON ELEMENTARY SCHOOL,130,27,157,263,0,2,78,144,14.700000000000001
220081000563,FENTON ELEMENTARY SCHOOL,78,18,96,145,0,1,54,90,11.6,FENTON ELEMENTARY SCHOOL,75,17,92,140,0,1,51,88,13.3
220081000564,HATHAWAY HIGH SCHOOL,115,80,195,476,10,2,2,462,15.1,HATHAWAY HIGH SCHOOL,124,72,196,487,10,1,7,469,14.200000000000001
220081000566,JENNINGS HIGH SCHOOL,248,50,298,619,5,4,216,392,17.1,JENNINGS HIGH SCHOOL,397,97,494,927,5,15,321,584,16.4
220081000567,NORTHSIDE JUNIOR HIGH SCHOOL,253,42,295,463,1,3,161,296,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220081000568,WARD ELEMENTARY SCHOOL,346,50,396,562,3,0,227,332,14.2,WARD ELEMENTARY SCHOOL,323,53,376,541,1,0,213,327,13.9
220081000569,WEST END ELEMENTARY SCHOOL,273,43,316,437,1,0,179,256,14.4,JENNINGS ELEMENTARY SCHOOL,383,54,437,624,2,0,277,345,15.200000000000001
