pop_dens_km2,INCTOT,mode,TRANTIME
2920.646488778098,10588,Car,40
1309.8914512399622,101436,Car,15
2211.548436506143,67895,Car,40
224.17696498902583,375000,Car,20
1932.275716164468,30000,Car,20
1398.1619236678732,53955,Car,20
4041.6688291138985,105681,Other,141
684.3996446633791,101812,Car,30
911.22834031947,43400,Car,20
2031.264236909056,30245,Car,20
2625.319322877755,9400,Walk,15
846.4851631245166,37820,Car,30
278.7636045282764,98014,Car,50
355.320913042159,72019,Car,141
6592.051023140824,59351,Car,17
1213.610538981761,536944,Car,15
1621.9559190546183,3400,Car,15
3382.0149426766625,67118,Transit,90
817.5440602950174,32000,Car,60
497.2148369840991,37769,Car,15
787.3347984866379,10000,Car,15
1568.126545641238,43779,Car,20
177.88634805085448,38276,Car,30
2114.083960404297,7884,Walk,10
1927.98541304821,571000,Car,45
5599.34627632224,4640,Walk,10
1741.7687028962457,12000,Car,80
2920.646488778098,161866,Car,15
1233.672103688236,124210,Car,15
2724.5410595244466,19000,Car,5
1741.7687028962457,59351,Car,20
4935.628291144081,10429,Car,60
71.49725605313672,532000,Car,40
1309.8914512399622,60490,Car,25
592.570902951511,432,Walk,10
2211.548436506143,26073,Car,45
7611.219150981271,5327,Car,75
5302.13054306082,47000,Car,30
235.47831910320036,35736,Car,5
1168.6257754600408,21307,Car,15
4027.83716235682,42615,Car,25
2098.3732260899965,32373,Car,10
5887.7175590948955,95883,Transit,50
25.619850479192458,87466,Car,90
1660.3573813213725,41000,Car,90
4027.83716235682,47852,Car,25
1141.0739972048202,852,Walk,5
2254.731523362627,40000,Car,45
3382.0149426766625,239561,Car,35
2098.3732260899965,29800,Car,10
4166.572432700924,10791,Car,15
684.3996446633791,2900,Car,12
1050.7333964560428,57372,Car,15
335.7165695408017,26978,Car,35
6835.090924202067,177299,Car,45
376.3972096079254,10221,Car,20
263.9300065775184,62049,Car,20
993.3141230239684,60069,Car,12
1711.7457788376007,58595,Car,10
41.948802464167,351556,Car,45
25.619850479192458,20362,Car,60
1050.7333964560428,49175,Car,15
2552.6478539100285,15883,Car,6
6835.090924202067,20503,Walk,15
2920.646488778098,10429,Car,20
2555.3260895180456,155391,Car,30
376.3972096079254,64040,Car,30
2320.207774335904,145679,Car,45
224.17696498902583,79108,Car,25
2539.8658110256165,20775,Car,45
2353.339265807489,15644,Car,30
224.17696498902583,106537,Car,15
11187.252927309495,71268,Transit,90
4717.291610722,158012,Car,45
814.1070662668714,20362,Car,30
3444.088982718044,18773,Car,20
141.44753707577988,51797,Car,30
1309.8914512399622,37288,Car,25
2724.5410595244466,45322,Car,30
1004.4286972241488,22399,Car,15
1836.6656558801335,380000,Car,70
54.36875488796769,12000,Car,60
1352.6509476857848,103000,Car,35
2625.319322877755,5215,Car,50
5599.34627632224,76617,Car,10
3906.572641839028,31288,Car,30
177.88634805085448,27000,Car,40
1741.7687028962457,146011,Car,25
3177.14776432953,51797,Car,40
497.2148369840991,57218,Car,10
18.33267418049767,52942,Car,90
5.673439576429438,55276,Car,10
4259.5252447824805,55034,Car,30
5174.717068652069,3777,Car,30
5313.288514719413,11870,Transit,60
1854.9874839052063,1065,Car,30
224.17696498902583,115000,Car,15
1660.3573813213725,53955,Car,60
89.3780930509855,30000,Car,20
497.2148369840991,76359,Other,141
1680.307794947639,30000,Car,20
1378.4329481561615,29828,Car,25
406.4624805683746,20000,Car,10
1168.6257754600408,118702,Car,40
2625.319322877755,127265,Car,20
677.285879752,76706,Car,10
54.36875488796769,93700,Car,45
1741.7687028962457,14915,Car,15
3906.572641839028,21693,Car,5
2086.588508726558,7405,Car,50
1927.98541304821,46900,Car,25
1153.5536131079289,601000,Car,45
71.49725605313672,40466,Car,30
2833.0184246670283,18345,Car,30
1050.7333964560428,30000,Car,10
20.362527619823737,10654,Car,25
105.0779219995264,40000,Car,60
3915.622294327765,29830,Car,40
3382.0149426766625,142537,Transit,48
2375.6048957583703,36542,Car,20
1315.621387054669,9588,Car,20
932.3884380264492,15600,Car,15
5313.288514719413,240000,Car,51
14.641608659349531,16087,Car,45
2687.8207292284683,50906,Car,20
20.362527619823737,16402,Other,35
4988.452167014933,50000,Car,20
4041.6688291138985,86540,Car,15
216.1630811115002,135582,Car,30
141.44753707577988,66053,Car,30
1915.1020513438148,61258,Car,8
1548.3401409340267,36400,Car,60
3448.7742414025097,42615,Car,20
1927.98541304821,47241,Car,20
848.284757452264,19424,Car,6
2089.9599963266373,74576,Car,10
2519.6515280865733,86000,Car,20
13.76742514144423,76359,Car,8
531.7825753048928,350709,Car,25
932.3884380264492,20503,Car,45
310.3737561341912,70142,Car,50
7273.445095061932,18345,Car,15
1168.6257754600408,142537,Car,10
3382.0149426766625,53955,Transit,90
82.21962897779703,52147,Car,8
1069.5467274491916,142442,Car,20
2780.4256528506885,135582,Car,30
5417.121999091299,106537,Car,20
2098.3732260899965,15272,Car,20
16.468144144299128,52147,Car,90
1558.6210875856664,83435,Car,20
1621.9559190546183,73006,Car,15
2555.3260895180456,27699,Car,30
28.1728158848998,75537,Car,18
4935.628291144081,73510,Car,60
2340.0053667971383,140000,Car,45
1095.2413525406157,70142,Car,60
1378.4329481561615,15980,Car,30
2555.3260895180456,47941,Car,25
8950.058266729697,16187,Car,15
787.3347984866379,104000,Car,20
3127.013670736022,15644,Car,60
3508.205075583506,9712,Car,10
595.814902035487,196000,Car,30
5226.4574719524835,32540,Car,30
43.032256899062745,60969,Car,60
4041.6688291138985,38300,Car,20
1024.137195472137,28507,Car,15
3448.7742414025097,20362,Car,15
4219.843141706183,42615,Car,45
1836.6656558801335,132105,Car,30
1069.5467274491916,31961,Car,5
684.3996446633791,1222,Car,3
137.84136844086063,18773,Car,10
6563.422734862032,97120,Car,30
4041.6688291138985,40725,Walk,5
51.94116022178356,60862,Car,8
224.17696498902583,37546,Car,60
1024.137195472137,6392,Car,15
833.8672116831425,40910,Car,35
6592.051023140824,61087,Walk,15
6835.090924202067,20566,Transit,30
4935.628291144081,34092,Car,25
2114.083960404297,24712,Car,30
4165.771554556369,81449,Car,10
4813.583350217678,14892,Walk,10
1932.275716164468,50000,Car,30
3350.685266425556,15018,Car,22
1483.6858323664858,124109,Car,1
43.032256899062745,179132,Car,15
1153.5536131079289,180000,Car,2
3382.0149426766625,46932,Car,30
3444.088982718044,15980,Car,20
140.01210628625583,536944,Car,60
787.3347984866379,19424,Car,20
2353.339265807489,27387,Car,25
1927.98541304821,67791,Car,75
5599.34627632224,1619,Car,30
3294.079719525894,64746,Car,45
1153.5536131079289,17521,Car,30
1069.5467274491916,50906,Car,40
1315.621387054669,59351,Car,20
2647.0255236680027,10654,Bike,15
6563.422734862032,7458,Car,25
3915.622294327765,25030,Car,85
76.05738742153386,62000,Car,10
2637.9784679517757,14915,Car,13
105.0779219995264,64662,Car,45
1352.6509476857848,10791,Car,50
406.4624805683746,7822,Car,20
2518.7219590912882,26634,Car,25
2074.489690088129,19424,Car,10
263.9300065775184,50906,Car,15
140.01210628625583,86295,Car,35
2539.8658110256165,60000,Car,45
3476.5529712446337,10181,Car,25
1711.7457788376007,55399,Car,45
710.0436425445914,33668,Car,30
3294.079719525894,350000,Car,15
5417.121999091299,41869,Walk,15
3005.322515689489,7777,Transit,10
2191.599621475133,62576,Car,10
2286.329613587375,18773,Car,45
4793.7849543403345,12000,Car,60
34.749850842598754,15017,Car,15
1938.711840489453,1000,Car,5
1884.2009010435795,12724,Car,15
1548.3401409340267,23740,Transit,60
4793.7849543403345,31961,Car,30
443.8694860582874,40500,Car,15
1704.163496306806,82850,Car,20
4233.045660011577,9908,Car,25
92.39146427949316,43164,Car,60
15.495200130247753,20859,Car,5
669.6463533498307,3000,Car,30
2340.0053667971383,37769,Car,75
2286.329613587375,22945,Car,60
1680.307794947639,158826,Car,45
3476.5529712446337,6109,Car,20
1213.610538981761,6109,Car,20
137.84136844086063,8761,Car,20
250.69975959253347,12217,Car,5
1011.4787589504504,58595,Car,25
2780.4256528506885,19709,Car,5
6592.051023140824,41006,Car,15
5887.7175590948955,51797,Car,30
1546.6970570604287,91000,Car,40
1114.7115646317434,105000,Car,15
2286.329613587375,20362,Car,30
278.8263734624197,91122,Car,15
2637.9784679517757,20362,Car,10
1846.4227640316751,52942,Car,10
4935.628291144081,10654,Car,10
1315.621387054669,20859,Car,20
1352.6509476857848,8633,Car,7
3005.322515689489,5396,Car,20
1114.7115646317434,19177,Car,9
2320.207774335904,165000,Car,142
1161.5486006192025,11199,Car,30
779.8607376082659,29322,Transit,30
6835.090924202067,62576,Car,25
2491.078888450936,93864,Car,20
141.44753707577988,7948,Car,30
4935.628291144081,72300,Car,60
16.6978047375029,24819,Car,10
16.967153641313576,12217,Car,3
1932.275716164468,80000,Car,30
4988.452167014933,52147,Car,10
1568.126545641238,48794,Car,40
5887.7175590948955,66000,Car,20
4165.771554556369,9468,Car,27
232.09858628435913,12000,Car,15
2031.264236909056,60726,Car,5
6407.840193839804,33089,Car,30
1393.5816733885115,96874,Transit,20
16.967153641313576,38589,Car,15
41.948802464167,34092,Car,2
1846.4227640316751,31726,Car,25
2833.0184246670283,15615,Car,25
2697.0389311706585,57361,Walk,10
355.320913042159,15980,Car,40
4165.771554556369,14601,Car,25
3350.685266425556,16300,Car,15
1352.6509476857848,37288,Car,55
4678.387127669764,18773,Car,15
4792.543525549976,42354,Car,50
1846.4227640316751,27500,Car,40
2375.6048957583703,80000,Car,10
1011.4787589504504,87408,Car,15
1704.163496306806,99062,Car,30
3117.255494319013,195000,Car,30
4512.853558775294,73006,Car,15
14.727050735184504,20935,Car,30
174.56814913513352,269776,Car,45
1854.9874839052063,297290,Car,8
2074.489690088129,38848,Car,30
520.5251585041774,575237,Car,45
3448.7742414025097,38353,Car,25
2375.6048957583703,140284,Car,30
2062.309698019712,378740,Car,12
4678.387127669764,15272,Car,30
731.6158641705935,78624,Car,15
9721.228928984408,60000,Car,142
845.9740854905951,306574,Car,15
27.648972747000617,38688,Car,5
1568.126545641238,16500,Car,5
731.6158641705935,3409,Car,25
546.7912909769457,21902,Walk,1
7273.445095061932,10791,Transit,60
15.495200130247753,55000,Car,15
25.619850479192458,129493,Car,15
787.3347984866379,63327,Car,15
814.1070662668714,21600,Car,10
814.1070662668714,22000,Car,30
5887.7175590948955,122000,Transit,90
846.4851631245166,58000,Car,90
28.1728158848998,24435,Car,2
4678.387127669764,13558,Car,45
1915.1020513438148,22195,Car,60
497.2148369840991,38353,Car,60
15.495200130247753,50906,Car,25
2191.599621475133,106902,Car,20
3310.57184109785,16687,Transit,30
1938.711840489453,29937,Car,20
3127.013670736022,39419,Car,25
1315.621387054669,71268,Car,45
56.81777627983004,97120,Car,15
54.36875488796769,13000,Car,10
25.619850479192458,12930,Car,40
141.44753707577988,23000,Walk,5
5599.34627632224,29783,Car,15
6407.840193839804,56000,Transit,90
2833.0184246670283,14288,Car,10
5226.4574719524835,32071,Car,15
4946.505090494199,66178,Car,20
331.45738310421433,82392,Car,5
15303.931162096484,26634,Car,30
3476.5529712446337,18644,Car,10
1558.6210875856664,58272,Car,15
71.49725605313672,18000,Car,10
10215.948057260568,106547,Walk,2
8030.686223388457,20024,Car,20
95.9472615290039,97120,Car,5
1095.2413525406157,104294,Car,30
4526.360056790183,5091,Car,30
2062.309698019712,18218,Car,15
76.05738742153386,42615,Car,20
82.21962897779703,61087,Car,55
1233.672103688236,78429,Car,15
15303.931162096484,19424,Car,20
4279.023382056204,7000,Car,5
964.2654641443904,37769,Car,60
2375.6048957583703,86328,Car,40
2062.309698019712,35610,Car,40
5484.827170757685,23417,Car,60
3915.622294327765,124210,Car,40
497.2148369840991,15000,Car,7
149.94912085052445,48000,Car,8
3476.5529712446337,110000,Car,30
2519.6515280865733,93864,Car,5
1836.6656558801335,51258,Car,30
2672.5629092903982,25000,Car,12
2539.8658110256165,88650,Car,15
6563.422734862032,21043,Car,60
1050.392515961858,14184,Car,25
2098.3732260899965,110000,Car,12
2211.548436506143,70000,Car,15
1398.1619236678732,54568,Car,30
1568.126545641238,65000,Car,15
1884.2009010435795,85521,Car,5
89.3780930509855,150000,Car,30
83.2427159316095,101210,Car,30
54.36875488796769,269776,Car,30
1884.2009010435795,47481,Car,50
198.5765733989609,43164,Car,40
34.749850842598754,23800,Car,7
1568.126545641238,17792,Car,15
92.39146427949316,37769,Car,40
3904.366231772678,100000,Car,30
1050.7333964560428,27100,Car,2
83.2427159316095,37288,Car,75
1932.275716164468,21582,Car,30
1013.1528395686116,36652,Car,20
2191.599621475133,6000,Car,20
2209.848422552094,43164,Other,95
595.814902035487,66178,Car,40
1168.6257754600408,69200,Car,20
2637.9784679517757,15000,Car,20
3382.0149426766625,56464,Transit,40
1831.3052648080136,6109,Car,8
14.641608659349531,4887,Car,3
1793.2539565756697,8523,Car,40
3444.088982718044,37769,Car,45
1315.621387054669,6900,Car,20
1836.6656558801335,17919,Car,10
8950.058266729697,24435,Transit,60
17.649822387596192,63922,Car,15
5599.34627632224,33374,Transit,30
174.56814913513352,7822,Car,10
2031.264236909056,122174,Car,30
4526.360056790183,32000,Car,20
1568.126545641238,20362,Car,60
2114.083960404297,24000,Car,75
787.3347984866379,70920,Car,20
1238.1802166162315,23740,Bike,10
92.39146427949316,20000,Car,10
968.0657487333756,15000,Car,10
20.362527619823737,13037,Car,30
4259.5252447824805,44000,Transit,45
4793.7849543403345,61087,Car,8
2086.588508726558,76617,Car,2
1011.4787589504504,21307,Car,10
850.9048997727095,9500,Car,30
1568.126545641238,25000,Car,5
6339.755456814353,29202,Transit,30
531.7825753048928,115000,Car,25
2833.0184246670283,2712,Walk,5
1884.2009010435795,542271,Walk,20
82.21962897779703,115486,Car,30
376.3972096079254,20000,Other,20
1161.5486006192025,371812,Car,35
387.5760233847532,31154,Car,15
1558.6210875856664,51138,Car,20
1153.5536131079289,571060,Car,75
2539.8658110256165,106537,Car,45
4233.045660011577,1619,Car,30
232.09858628435913,78000,Transit,45
4219.843141706183,271163,Car,20
684.3996446633791,130367,Car,20
2637.9784679517757,45815,Car,20
2115.9620501162835,72500,Other,40
32.80419330801806,213073,Car,10
387.5760233847532,12217,Car,45
520.5251585041774,115000,Transit,90
3.050834461442578,24819,Car,5
5887.7175590948955,260734,Transit,40
1050.7333964560428,64987,Car,60
1013.1528395686116,20600,Car,10
16.6978047375029,9928,Car,30
1238.1802166162315,17730,Car,10
2031.264236909056,155391,Car,60
846.4851631245166,173080,Car,60
3444.088982718044,25569,Car,60
443.8694860582874,45815,Car,15
224.17696498902583,24000,Car,20
1114.7115646317434,53268,Car,30
1846.4227640316751,97659,Car,20
669.6463533498307,190000,Car,45
1927.98541304821,26073,Car,10
114.67716469979418,83435,Car,45
4678.387127669764,19709,Car,15
1660.3573813213725,1877,Car,25
2031.264236909056,14661,Car,4
5599.34627632224,70000,Car,30
6563.422734862032,30755,Car,10
817.5440602950174,26073,Car,15
177.88634805085448,34000,Car,20
845.9740854905951,178171,Car,20
1680.307794947639,281000,Car,25
2973.531734799079,66905,Car,50
850.9048997727095,83435,Car,90
4988.452167014933,75000,Transit,45
89.3780930509855,35500,Car,7
5313.288514719413,161866,Car,60
1761.3839038486472,76134,Car,15
4935.628291144081,12515,Car,60
1469.7852513054183,107911,Car,40
1378.4329481561615,91724,Car,60
235.47831910320036,28765,Car,20
4792.543525549976,50000,Car,60
83.2427159316095,86328,Car,10
1050.392515961858,113306,Car,20
4041.6688291138985,14915,Car,10
140.01210628625583,93752,Car,50
2320.207774335904,9245,Car,50
596.6725086279029,107911,Car,45
235.47831910320036,24200,Car,20
1004.4286972241488,21307,Car,60
5050.036759132712,63922,Car,45
71.49725605313672,103251,Car,20
5174.717068652069,120000,Transit,45
2833.0184246670283,60726,Car,20
2114.083960404297,31288,Car,15
20.362527619823737,12784,Car,30
406.4624805683746,31294,Car,30
885.9237858912167,30000,Other,10
1836.6656558801335,52460,Car,20
3460.8760323029132,52203,Car,15
2625.319322877755,50906,Car,45
105.0779219995264,26438,Car,20
1558.6210875856664,20859,Car,10
20.362527619823737,22373,Car,60
779.8607376082659,351249,Walk,30
1483.6858323664858,87623,Car,25
3476.5529712446337,9600,Car,10
5417.121999091299,118256,Car,10
1831.3052648080136,28507,Car,15
25.619850479192458,42761,Car,15
2625.319322877755,25030,Car,30
1398.1619236678732,32373,Car,20
62.75167662824791,42760,Car,7
731.6158641705935,24503,Car,30
2254.731523362627,52147,Car,25
4793.7849543403345,13273,Transit,30
2068.377681257994,76706,Car,15
5599.34627632224,76000,Car,90
9721.228928984408,145679,Walk,25
1431.9573586634851,23438,Car,20
1238.1802166162315,30000,Car,40
1621.9559190546183,31961,Car,15
1546.6970570604287,1065,Car,30
4935.628291144081,570847,Car,50
1837.152767589712,42085,Car,20
3177.14776432953,33026,Car,20
1793.2539565756697,84170,Car,30
4259.5252447824805,70142,Bike,40
2833.0184246670283,35700,Car,20
4792.543525549976,4424,Car,80
3906.572641839028,15107,Transit,45
198.5765733989609,11399,Car,15
1431.9573586634851,39927,Car,6
3915.622294327765,3453,Transit,15
2.72826180817401,90000,Car,142
1846.4227640316751,258985,Car,10
3005.322515689489,30544,Car,15
2353.339265807489,8145,Car,10
141.44753707577988,16687,Car,20
1927.98541304821,113306,Car,60
5313.288514719413,62576,Car,45
2089.9599963266373,107911,Car,60
331.45738310421433,32580,Car,90
1884.2009010435795,44745,Transit,45
11187.252927309495,231717,Car,60
2833.0184246670283,50000,Car,25
531.7825753048928,138497,Car,90
2555.3260895180456,85229,Car,60
1741.7687028962457,25453,Car,25
141.44753707577988,118000,Car,15
2062.309698019712,38353,Car,60
1069.5467274491916,575237,Car,7
69.53558858902565,53268,Walk,10
1793.2539565756697,17308,Car,15
3448.7742414025097,20859,Car,20
846.4851631245166,68000,Car,45
3382.0149426766625,43164,Car,35
11187.252927309495,270000,Bike,20
69.53558858902565,166000,Car,60
25.619850479192458,106000,Car,15
3382.0149426766625,119938,Car,50
4165.771554556369,28765,Car,25
846.4851631245166,47941,Car,60
1741.7687028962457,9163,Car,35
3476.5529712446337,59051,Car,20
2647.0255236680027,9056,Car,15
787.3347984866379,74883,Car,35
8950.058266729697,22100,Other,30
596.6725086279029,130000,Car,10
13.76742514144423,73006,Car,90
4793.7849543403345,25453,Car,10
497.2148369840991,35157,Car,60
2031.264236909056,93864,Car,15
2062.309698019712,67791,Car,40
2687.8207292284683,10654,Car,25
3448.7742414025097,57361,Transit,60
2086.588508726558,50906,Car,30
1548.3401409340267,31288,Car,45
25.619850479192458,12784,Car,30
2555.3260895180456,83486,Car,7
1761.3839038486472,53955,Car,15
3906.572641839028,51138,Car,85
54.36875488796769,137446,Other,60
2062.309698019712,1564,Walk,10
3350.685266425556,55399,Car,50
2211.548436506143,14352,Other,15
684.3996446633791,244348,Car,5
1050.392515961858,26978,Car,13
5302.13054306082,6906,Car,30
1548.3401409340267,41743,Car,30
1114.7115646317434,43803,Car,60
2647.0255236680027,28978,Car,25
4678.387127669764,35877,Car,40
17.21289909831594,18345,Car,15
1837.152767589712,301363,Car,25
51.94116022178356,83435,Car,10
1704.163496306806,66905,Car,45
2098.3732260899965,1065,Car,17
4279.023382056204,23417,Car,15
190.4226230269805,106831,Car,90
4041.6688291138985,90000,Car,10
5887.7175590948955,42615,Bike,15
15303.931162096484,61087,Car,15
1846.4227640316751,42615,Transit,45
4041.6688291138985,47975,Car,30
2375.6048957583703,3500,Transit,45
351.92041002417614,16791,Car,45
1161.5486006192025,260734,Car,25
351.92041002417614,23438,Car,55
4512.853558775294,60000,Walk,20
2191.599621475133,53268,Transit,60
27.648972747000617,58380,Car,10
817.5440602950174,7990,Car,5
3444.088982718044,38485,Transit,60
2552.6478539100285,20000,Car,60
3127.013670736022,8523,Walk,10
4793.7849543403345,2663,Car,10
3127.013670736022,112227,Car,20
105.0779219995264,208587,Car,15
2980.8727131334012,9570,Car,10
2353.339265807489,145794,Car,45
224.17696498902583,74576,Transit,60
4233.045660011577,10951,Car,90
4793.7849543403345,8145,Car,20
140.01210628625583,30544,Car,10
2209.848422552094,41717,Car,20
1831.3052648080136,26634,Car,15
2672.5629092903982,85000,Car,20
1927.98541304821,50000,Car,30
3460.8760323029132,48870,Car,35
833.8672116831425,73510,Car,60
1680.307794947639,203624,Car,60
83.2427159316095,66748,Car,50
1793.2539565756697,15272,Car,45
2697.0389311706585,62576,Car,45
710.0436425445914,37670,Transit,90
1854.9874839052063,55996,Car,10
848.284757452264,70000,Car,40
3906.572641839028,25030,Car,10
1741.7687028962457,99776,Car,30
2353.339265807489,52942,Car,5
137.84136844086063,66178,Car,20
1069.5467274491916,15980,Car,10
2555.3260895180456,45612,Car,10
2724.5410595244466,297930,Car,15
1621.9559190546183,3237,Walk,5
783.3004732182135,50061,Car,10
430.3458120715692,104294,Car,45
846.4851631245166,5966,Car,5
376.3972096079254,76359,Car,10
